id_cliente,nome,email,regiao,idade,hora_da_ingestao
10159981064,André Carvalho,andre.carvalho+1064@mail.com,SUDESTE,37,2025-11-25T18:27:57.414Z
10161354878,Carla Araújo,carla.araujo+4878@uol.com.br,SUDESTE,29,2025-11-25T18:27:57.414Z
10161870861,Clara Siqueira,clara.siqueira+0861@live.com,SUDESTE,20,2025-11-25T18:27:57.414Z
10173660878,Antônio Araújo,antonio.araujo+0878@yahoo.com,SUDESTE,56,2025-11-25T18:27:57.414Z
10190630255,Elaine Prado,elaine.prado+0255@uol.com.br,SUDESTE,28,2025-11-25T18:27:57.414Z
10197762110,Helena Toledo,helena.toledo+2110@bol.com.br,SUDESTE,37,2025-11-25T18:27:57.414Z
10197988526,Daniela Amorim,daniela.amorim+8526@gmail.com,SUL,22,2025-11-25T18:27:57.414Z
10199326242,Cristiano Sant’anna,cristiano.santanna+6242@gmail.com,SUL,29,2025-11-25T18:27:57.414Z
10200949628,Breno Guimarães,breno.guimaraes+9628@hotmail.com,SUL,42,2025-11-25T18:27:57.414Z
10201200659,Amanda Santana,amanda.santana+0659@proton.me,SUDESTE,34,2025-11-25T18:27:57.414Z
10208753075,Cristiano Batista,cristiano.batista+3075@outlook.com,SUDESTE,39,2025-11-25T18:27:57.414Z
10217395568,Enzo Dias,enzo.dias+5568@live.com,SUL,32,2025-11-25T18:27:57.414Z
10222461608,Enzo Silveira,enzo.silveira+1608@icloud.com,NORDESTE,40,2025-11-25T18:27:57.414Z
10230231048,Isabela Prado,isabela.prado+1048@outlook.com,SUDESTE,68,2025-11-25T18:27:57.414Z
10237602015,Elisa Silveira,elisa.silveira+2015@proton.me,SUDESTE,53,2025-11-25T18:27:57.414Z
10241896738,Arthur Barbosa,arthur.barbosa+6738@icloud.com,SUDESTE,54,2025-11-25T18:27:57.414Z
10242695134,Clara Pontes,clara.pontes+5134@uol.com.br,NORTE,22,2025-11-25T18:27:57.414Z
10245460381,Flávia Bezerra,flavia.bezerra+0381@yahoo.com,CENTRO-OESTE,25,2025-11-25T18:27:57.414Z
10246168688,Mariana Pontes,mariana.pontes+8688@gmail.com,NORDESTE,68,2025-11-25T18:27:57.414Z
10251175087,Júlia Amorim,julia.amorim+5087@bol.com.br,SUDESTE,59,2025-11-25T18:27:57.414Z
10256074864,Gabriela Macedo,gabriela.macedo+4864@yahoo.com,NORTE,28,2025-11-25T18:27:57.414Z
10263778274,Lucas Nunes,lucas.nunes+8274@hotmail.com,NORDESTE,31,2025-11-25T18:27:57.414Z
10269411022,Augusto Brito,augusto.brito+1022@hotmail.com,NORDESTE,47,2025-11-25T18:27:57.414Z
10272300804,Elaine Rezende,elaine.rezende+0804@uol.com.br,NORTE,33,2025-11-25T18:27:57.414Z
10276693696,Karina Almeida,karina.almeida+3696@icloud.com,SUDESTE,22,2025-11-25T18:27:57.414Z
10283144074,Rafael Batista,rafael.batista+4074@uol.com.br,SUDESTE,39,2025-11-25T18:27:57.414Z
10286568818,Caíque Rezende,caique.rezende+8818@yahoo.com,SUDESTE,39,2025-11-25T18:27:57.414Z
10296408886,Thiago Prado,thiago.prado+8886@outlook.com,SUDESTE,39,2025-11-25T18:27:57.414Z
10298341599,Renato Maia,renato.maia+1599@yahoo.com,SUDESTE,30,2025-11-25T18:27:57.414Z
10302771019,Bianca Santos,bianca.santos+1019@yahoo.com,CENTRO-OESTE,22,2025-11-25T18:27:57.414Z
10312724526,Bruno Rodrigues,bruno.rodrigues+4526@mail.com,SUDESTE,43,2025-11-25T18:27:57.414Z
10319394408,Cecília Reis,cecilia.reis+4408@proton.me,NORTE,21,2025-11-25T18:27:57.414Z
10320757642,Sofia Silveira,sofia.silveira+7642@icloud.com,SUDESTE,38,2025-11-25T18:27:57.414Z
10342797913,Karina Prado,karina.prado+7913@uol.com.br,NORDESTE,47,2025-11-25T18:27:57.414Z
10349268807,Gustavo Amorim,gustavo.amorim+8807@mail.com,NORTE,52,2025-11-25T18:27:57.414Z
10350966116,Beatriz Santos,beatriz.santos+6116@live.com,NORDESTE,51,2025-11-25T18:27:57.414Z
10353351612,Elis Figueiredo,elis.figueiredo+1612@gmail.com,CENTRO-OESTE,57,2025-11-25T18:27:57.414Z
10364987760,Carla Dutra,carla.dutra+7760@bol.com.br,SUDESTE,28,2025-11-25T18:27:57.414Z
10377295889,Estela Barreto,estela.barreto+5889@icloud.com,NORTE,40,2025-11-25T18:27:57.414Z
10380516263,Gabriela Moura,gabriela.moura+6263@uol.com.br,SUL,27,2025-11-25T18:27:57.414Z
10381593210,Erick Xavier,erick.xavier+3210@live.com,NORDESTE,43,2025-11-25T18:27:57.414Z
10384976186,Larissa Freitas,larissa.freitas+6186@mail.com,SUDESTE,32,2025-11-25T18:27:57.414Z
10388226537,Bianca Freitas,bianca.freitas+6537@mail.com,CENTRO-OESTE,30,2025-11-25T18:27:57.414Z
10389677187,Antônio Campos,antonio.campos+7187@hotmail.com,SUDESTE,62,2025-11-25T18:27:57.414Z
10393685180,Breno Nunes,breno.nunes+5180@yahoo.com,SUDESTE,59,2025-11-25T18:27:57.414Z
10394267007,Renato Fernandes,renato.fernandes+7007@live.com,NORDESTE,38,2025-11-25T18:27:57.414Z
10395164501,Eduarda Monteiro,eduarda.monteiro+4501@uol.com.br,NORTE,30,2025-11-25T18:27:57.414Z
10402089663,Fernando Pires,fernando.pires+9663@proton.me,SUDESTE,41,2025-11-25T18:27:57.414Z
10406457080,Igor Fonseca,igor.fonseca+7080@icloud.com,NORTE,38,2025-11-25T18:27:57.414Z
10407896480,Débora Rocha,debora.rocha+6480@mail.com,SUDESTE,60,2025-11-25T18:27:57.414Z
10408329414,Karina Xavier,karina.xavier+9414@hotmail.com,NORDESTE,63,2025-11-25T18:27:57.414Z
10408354807,Bruno Cunha,bruno.cunha+4807@live.com,CENTRO-OESTE,28,2025-11-25T18:27:57.414Z
10409247699,Fabiana Guimarães,fabiana.guimaraes+7699@mail.com,NORDESTE,42,2025-11-25T18:27:57.414Z
10414596417,Elisa Figueiredo,elisa.figueiredo+6417@gmail.com,NORDESTE,28,2025-11-25T18:27:57.414Z
10420176849,Eduarda Rezende,eduarda.rezende+6849@live.com,SUDESTE,20,2025-11-25T18:27:57.414Z
10421100952,Clara Albuquerque,clara.albuquerque+0952@uol.com.br,NORTE,41,2025-11-25T18:27:57.414Z
10430644106,Caíque Reis,caique.reis+4106@mail.com,SUDESTE,22,2025-11-25T18:27:57.414Z
10434992156,Vinícius Moraes,vinicius.moraes+2156@gmail.com,NORDESTE,39,2025-11-25T18:27:57.414Z
10439267064,Antônio Figueiredo,antonio.figueiredo+7064@outlook.com,SUL,30,2025-11-25T18:27:57.414Z
10458003955,Matheus Toledo,matheus.toledo+3955@mail.com,SUL,73,2025-11-25T18:27:57.414Z
10460852768,Jonathan Freitas,jonathan.freitas+2768@live.com,SUDESTE,23,2025-11-25T18:27:57.414Z
10466607903,Igor Rangel,igor.rangel+7903@gmail.com,NORDESTE,31,2025-11-25T18:27:57.414Z
10473638918,Clara Tavares,clara.tavares+8918@mail.com,NORDESTE,37,2025-11-25T18:27:57.414Z
10481418414,Eduarda Freitas,eduarda.freitas+8414@hotmail.com,NORDESTE,48,2025-11-25T18:27:57.414Z
10481821533,Elisa Rocha,elisa.rocha+1533@live.com,SUDESTE,50,2025-11-25T18:27:57.414Z
10486658115,Caíque Costa,caique.costa+8115@live.com,SUDESTE,61,2025-11-25T18:27:57.414Z
10487264115,Júlia Mendes,julia.mendes+4115@proton.me,NORDESTE,26,2025-11-25T18:27:57.414Z
10487690190,Camila Figueiredo,camila.figueiredo+0190@icloud.com,SUDESTE,21,2025-11-25T18:27:57.414Z
10495759060,Bárbara Maia,barbara.maia+9060@live.com,NORTE,68,2025-11-25T18:27:57.414Z
10496350495,Alice Toledo,alice.toledo+0495@outlook.com,SUDESTE,71,2025-11-25T18:27:57.414Z
10496444644,Simone Dutra,simone.dutra+4644@proton.me,SUDESTE,50,2025-11-25T18:27:57.414Z
10497043247,Elisa Barros,elisa.barros+3247@yahoo.com,NORDESTE,31,2025-11-25T18:27:57.414Z
10512806108,Bárbara Aguiar,barbara.aguiar+6108@gmail.com,SUL,47,2025-11-25T18:27:57.414Z
10516829919,Bruno Antunes,bruno.antunes+9919@bol.com.br,SUL,49,2025-11-25T18:27:57.414Z
10520246398,Alice Bonfim,alice.bonfim+6398@uol.com.br,SUDESTE,19,2025-11-25T18:27:57.414Z
10527487657,Rafael Moura,rafael.moura+7657@uol.com.br,NORDESTE,22,2025-11-25T18:27:57.414Z
10556104714,Augusto Gomes,augusto.gomes+4714@uol.com.br,SUL,57,2025-11-25T18:27:57.414Z
10569168931,Tatiana Andrade,tatiana.andrade+8931@bol.com.br,CENTRO-OESTE,75,2025-11-25T18:27:57.414Z
10572563758,Matheus Campos,matheus.campos+3758@mail.com,NORDESTE,50,2025-11-25T18:27:57.414Z
10575500753,Estela Reis,estela.reis+0753@icloud.com,NORDESTE,49,2025-11-25T18:27:57.414Z
10585423072,Sofia Martins,sofia.martins+3072@uol.com.br,SUDESTE,40,2025-11-25T18:27:57.414Z
10586847468,Gustavo Silveira,gustavo.silveira+7468@icloud.com,NORDESTE,21,2025-11-25T18:27:57.414Z
10587893323,Larissa Ribeiro,larissa.ribeiro+3323@yahoo.com,NORDESTE,31,2025-11-25T18:27:57.414Z
10598053654,Isabela Carvalho,isabela.carvalho+3654@hotmail.com,NORDESTE,26,2025-11-25T18:27:57.414Z
10602568204,João Moreira,joao.moreira+8204@bol.com.br,NORDESTE,41,2025-11-25T18:27:57.414Z
10603255078,Enzo Ribeiro,enzo.ribeiro+5078@outlook.com,SUDESTE,21,2025-11-25T18:27:57.414Z
10619930545,Rafael Reis,rafael.reis+0545@mail.com,SUDESTE,49,2025-11-25T18:27:57.414Z
10620758466,João Souza,joao.souza+8466@outlook.com,SUDESTE,28,2025-11-25T18:27:57.414Z
10628866055,Tatiana Cavalcante,tatiana.cavalcante+6055@live.com,SUDESTE,20,2025-11-25T18:27:57.414Z
10631268898,Heitor Barreto,heitor.barreto+8898@yahoo.com,SUDESTE,69,2025-11-25T18:27:57.414Z
10637932960,Evelin Rodrigues,evelin.rodrigues+2960@mail.com,NORDESTE,30,2025-11-25T18:27:57.414Z
10672110879,Erick Sales,erick.sales+0879@icloud.com,SUL,39,2025-11-25T18:27:57.414Z
10673445840,Enzo Maia,enzo.maia+5840@outlook.com,SUDESTE,38,2025-11-25T18:27:57.414Z
10686455708,Fábio Almeida,fabio.almeida+5708@icloud.com,NORDESTE,50,2025-11-25T18:27:57.414Z
10688365371,Débora Bonfim,debora.bonfim+5371@mail.com,SUDESTE,51,2025-11-25T18:27:57.414Z
10695464918,Mariana Sant’anna,mariana.santanna+4918@live.com,NORDESTE,60,2025-11-25T18:27:57.414Z
10706736409,Igor Maia,igor.maia+6409@mail.com,SUDESTE,38,2025-11-25T18:27:57.414Z
10720036204,José Maia,jose.maia+6204@uol.com.br,CENTRO-OESTE,32,2025-11-25T18:27:57.414Z
10723236967,Sofia Novaes,sofia.novaes+6967@live.com,SUDESTE,38,2025-11-25T18:27:57.414Z
10723536025,Henrique Rocha,henrique.rocha+6025@mail.com,SUDESTE,39,2025-11-25T18:27:57.414Z
10745545723,Alessandra Santos,alessandra.santos+5723@outlook.com,SUDESTE,21,2025-11-25T18:27:57.414Z
10748457796,Yasmin Costa,yasmin.costa+7796@uol.com.br,SUDESTE,49,2025-11-25T18:27:57.414Z
10749853874,Jonathan Dias,jonathan.dias+3874@yahoo.com,NORDESTE,20,2025-11-25T18:27:57.414Z
10751866768,Fábio Mendes,fabio.mendes+6768@yahoo.com,NORDESTE,42,2025-11-25T18:27:57.414Z
10758262891,Felipe Rodrigues,felipe.rodrigues+2891@live.com,SUDESTE,39,2025-11-25T18:27:57.414Z
10759242763,Breno Brito,breno.brito+2763@gmail.com,SUDESTE,37,2025-11-25T18:27:57.414Z
10769552786,Caio Bonfim,caio.bonfim+2786@outlook.com,SUDESTE,31,2025-11-25T18:27:57.414Z
10771022155,Rafael Xavier,rafael.xavier+2155@live.com,NORDESTE,41,2025-11-25T18:27:57.414Z
10774684069,Helena Gomes,helena.gomes+4069@live.com,SUDESTE,44,2025-11-25T18:27:57.414Z
10780801181,Heitor Assis,heitor.assis+1181@icloud.com,SUDESTE,19,2025-11-25T18:27:57.414Z
10785328273,Caíque Nunes,caique.nunes+8273@live.com,SUDESTE,28,2025-11-25T18:27:57.414Z
10787221643,Caíque Freitas,caique.freitas+1643@outlook.com,SUDESTE,52,2025-11-25T18:27:57.414Z
10789862181,José Reis,jose.reis+2181@icloud.com,CENTRO-OESTE,73,2025-11-25T18:27:57.414Z
10797413861,Patrícia Azevedo,patricia.azevedo+3861@uol.com.br,SUDESTE,23,2025-11-25T18:27:57.414Z
10798143757,André Santos,andre.santos+3757@bol.com.br,NORDESTE,59,2025-11-25T18:27:57.414Z
10800981949,Beatriz Barros,beatriz.barros+1949@uol.com.br,SUDESTE,58,2025-11-25T18:27:57.414Z
10803516620,Mariana Rocha,mariana.rocha+6620@outlook.com,SUDESTE,59,2025-11-25T18:27:57.414Z
10806592607,Elisa Cavalcante,elisa.cavalcante+2607@gmail.com,CENTRO-OESTE,28,2025-11-25T18:27:57.414Z
10811483614,Tatiana Guimarães,tatiana.guimaraes+3614@gmail.com,NORDESTE,49,2025-11-25T18:27:57.414Z
10812076478,Elisa Maia,elisa.maia+6478@outlook.com,SUDESTE,37,2025-11-25T18:27:57.414Z
10813005727,Fábio Almeida,fabio.almeida+5727@mail.com,SUDESTE,46,2025-11-25T18:27:57.414Z
10814946928,Natalia Paiva,natalia.paiva+6928@hotmail.com,SUDESTE,40,2025-11-25T18:27:57.414Z
10815322604,Renato Correia,renato.correia+2604@bol.com.br,SUL,59,2025-11-25T18:27:57.414Z
10815480627,Rodrigo Batista,rodrigo.batista+0627@gmail.com,SUL,50,2025-11-25T18:27:57.414Z
10820585083,Rodrigo Brito,rodrigo.brito+5083@bol.com.br,SUDESTE,39,2025-11-25T18:27:57.414Z
10820838649,Elaine Andrade,elaine.andrade+8649@outlook.com,SUDESTE,31,2025-11-25T18:27:57.414Z
10830650296,Diogo Rezende,diogo.rezende+0296@gmail.com,SUDESTE,19,2025-11-25T18:27:57.414Z
10837707666,Isabela Azevedo,isabela.azevedo+7666@hotmail.com,SUL,60,2025-11-25T18:27:57.414Z
10840516194,Arthur Siqueira,arthur.siqueira+6194@icloud.com,SUDESTE,41,2025-11-25T18:27:57.414Z
10841653969,Fabiana Pereira,fabiana.pereira+3969@proton.me,NORDESTE,46,2025-11-25T18:27:57.414Z
10848818923,Estela Xavier,estela.xavier+8923@gmail.com,NORTE,57,2025-11-25T18:27:57.414Z
10850151287,Felipe Gomes,felipe.gomes+1287@uol.com.br,SUL,48,2025-11-25T18:27:57.414Z
10857643736,Sofia Lima,sofia.lima+3736@live.com,SUL,72,2025-11-25T18:27:57.414Z
10861241217,Elis Campos,elis.campos+1217@hotmail.com,SUDESTE,23,2025-11-25T18:27:57.414Z
10863030247,Yasmin Cunha,yasmin.cunha+0247@outlook.com,SUDESTE,62,2025-11-25T18:27:57.414Z
10868181692,Enzo Freitas,enzo.freitas+1692@bol.com.br,SUL,40,2025-11-25T18:27:57.414Z
10870419962,Flávia Coelho,flavia.coelho+9962@bol.com.br,SUDESTE,50,2025-11-25T18:27:57.414Z
10878545525,Enzo Andrade,enzo.andrade+5525@icloud.com,SUDESTE,29,2025-11-25T18:27:57.414Z
10892159402,Clara Fernandes,clara.fernandes+9402@live.com,NORTE,27,2025-11-25T18:27:57.414Z
10893454418,Flávia Azevedo,flavia.azevedo+4418@gmail.com,NORTE,20,2025-11-25T18:27:57.414Z
10898311551,Breno Nunes,breno.nunes+1551@gmail.com,NORDESTE,29,2025-11-25T18:27:57.414Z
10903894288,Helena Rangel,helena.rangel+4288@gmail.com,NORTE,30,2025-11-25T18:27:57.414Z
10916245933,Evelin Pinheiro,evelin.pinheiro+5933@live.com,SUDESTE,59,2025-11-25T18:27:57.414Z
10932087206,Cecília Rezende,cecilia.rezende+7206@yahoo.com,SUL,38,2025-11-25T18:27:57.414Z
10940092212,Caio Xavier,caio.xavier+2212@gmail.com,CENTRO-OESTE,40,2025-11-25T18:27:57.414Z
10943132051,Elaine Toledo,elaine.toledo+2051@live.com,SUDESTE,57,2025-11-25T18:27:57.414Z
10943815567,Yasmin Dutra,yasmin.dutra+5567@yahoo.com,SUDESTE,37,2025-11-25T18:27:57.414Z
10951298296,Cecília Cavalcante,cecilia.cavalcante+8296@icloud.com,NORDESTE,70,2025-11-25T18:27:57.414Z
10959307271,Augusto Dias,augusto.dias+7271@uol.com.br,NORDESTE,31,2025-11-25T18:27:57.414Z
10964052114,Felipe Reis,felipe.reis+2114@icloud.com,SUDESTE,20,2025-11-25T18:27:57.414Z
10986327827,Felipe Silveira,felipe.silveira+7827@uol.com.br,NORDESTE,22,2025-11-25T18:27:57.414Z
10990997509,Rodrigo Santana,rodrigo.santana+7509@gmail.com,SUDESTE,60,2025-11-25T18:27:57.414Z
10991339195,Camila Assis,camila.assis+9195@hotmail.com,NORDESTE,22,2025-11-25T18:27:57.414Z
10993718810,Otávio Reis,otavio.reis+8810@yahoo.com,NORDESTE,22,2025-11-25T18:27:57.414Z
10994896005,André Silva,andre.silva+6005@live.com,SUDESTE,19,2025-11-25T18:27:57.414Z
10999889345,Larissa Sant’anna,larissa.santanna+9345@uol.com.br,SUDESTE,56,2025-11-25T18:27:57.414Z
11000904974,Cristiano Pires,cristiano.pires+4974@gmail.com,SUDESTE,61,2025-11-25T18:27:57.414Z
11004055503,Bárbara Tavares,barbara.tavares+5503@proton.me,SUL,42,2025-11-25T18:27:57.414Z
11005162397,Evelin Campos,evelin.campos+2397@bol.com.br,NORDESTE,34,2025-11-25T18:27:57.414Z
11005223567,Cecília Bezerra,cecilia.bezerra+3567@bol.com.br,SUDESTE,18,2025-11-25T18:27:57.414Z
11007991905,Natalia Coelho,natalia.coelho+1905@hotmail.com,CENTRO-OESTE,59,2025-11-25T18:27:57.414Z
11009757270,Karina Barros,karina.barros+7270@bol.com.br,NORDESTE,21,2025-11-25T18:27:57.414Z
11012457901,Diogo Antunes,diogo.antunes+7901@mail.com,NORDESTE,36,2025-11-25T18:27:57.414Z
11012806110,João Pontes,joao.pontes+6110@icloud.com,NORDESTE,39,2025-11-25T18:27:57.414Z
11018616659,Isabela Rocha,isabela.rocha+6659@live.com,NORTE,37,2025-11-25T18:27:57.414Z
11026820083,Eduarda Santos,eduarda.santos+0083@yahoo.com,NORDESTE,30,2025-11-25T18:27:57.414Z
11032628240,Yasmin Martins,yasmin.martins+8240@proton.me,SUDESTE,20,2025-11-25T18:27:57.414Z
11035536531,Carla Bezerra,carla.bezerra+6531@mail.com,NORDESTE,19,2025-11-25T18:27:57.414Z
11040437774,Flávia Queiroz,flavia.queiroz+7774@hotmail.com,NORDESTE,38,2025-11-25T18:27:57.414Z
11042369366,Felipe Figueiredo,felipe.figueiredo+9366@hotmail.com,SUDESTE,61,2025-11-25T18:27:57.414Z
11057943545,Diego Figueiredo,diego.figueiredo+3545@gmail.com,NORDESTE,26,2025-11-25T18:27:57.414Z
11067801912,Elaine Pereira,elaine.pereira+1912@live.com,CENTRO-OESTE,22,2025-11-25T18:27:57.414Z
11072819260,Fábio Gomes,fabio.gomes+9260@gmail.com,SUDESTE,31,2025-11-25T18:27:57.414Z
11074958305,Daniela Nunes,daniela.nunes+8305@bol.com.br,CENTRO-OESTE,21,2025-11-25T18:27:57.414Z
11078306289,Karina Moreira,karina.moreira+6289@proton.me,NORDESTE,29,2025-11-25T18:27:57.414Z
11079423900,Renato Figueiredo,renato.figueiredo+3900@yahoo.com,SUL,53,2025-11-25T18:27:57.414Z
11086128573,Karina Costa,karina.costa+8573@outlook.com,SUDESTE,24,2025-11-25T18:27:57.414Z
11089757512,Simone Rangel,simone.rangel+7512@proton.me,SUDESTE,50,2025-11-25T18:27:57.414Z
11095093938,Isabela Cunha,isabela.cunha+3938@outlook.com,NORDESTE,36,2025-11-25T18:27:57.414Z
11096367470,Elis Rocha,elis.rocha+7470@gmail.com,SUDESTE,29,2025-11-25T18:27:57.414Z
11097284627,Gabriela Xavier,gabriela.xavier+4627@icloud.com,NORDESTE,38,2025-11-25T18:27:57.414Z
11098404310,Mariana Cunha,mariana.cunha+4310@mail.com,SUDESTE,49,2025-11-25T18:27:57.414Z
11099357223,Bianca Reis,bianca.reis+7223@yahoo.com,SUDESTE,72,2025-11-25T18:27:57.414Z
11100770534,Elis Rodrigues,elis.rodrigues+0534@live.com,CENTRO-OESTE,19,2025-11-25T18:27:57.414Z
11106911959,João Guimarães,joao.guimaraes+1959@bol.com.br,NORDESTE,40,2025-11-25T18:27:57.414Z
11108069749,Bianca Nunes,bianca.nunes+9749@live.com,SUDESTE,22,2025-11-25T18:27:57.414Z
11115333068,Rafael Monteiro,rafael.monteiro+3068@bol.com.br,SUDESTE,53,2025-11-25T18:27:57.414Z
11122268472,Igor Albuquerque,igor.albuquerque+8472@yahoo.com,NORDESTE,29,2025-11-25T18:27:57.414Z
11124216668,Camila Pontes,camila.pontes+6668@uol.com.br,SUDESTE,30,2025-11-25T18:27:57.414Z
11126161432,Fabiana Moura,fabiana.moura+1432@gmail.com,NORTE,49,2025-11-25T18:27:57.414Z
11126538583,Clara Moraes,clara.moraes+8583@outlook.com,SUDESTE,18,2025-11-25T18:27:57.414Z
11136425680,Erick Barbosa,erick.barbosa+5680@icloud.com,CENTRO-OESTE,68,2025-11-25T18:27:57.414Z
11146361683,Karina Queiroz,karina.queiroz+1683@mail.com,NORDESTE,25,2025-11-25T18:27:57.414Z
11147791146,Natalia Antunes,natalia.antunes+1146@live.com,CENTRO-OESTE,60,2025-11-25T18:27:57.414Z
11153812265,Enzo Assis,enzo.assis+2265@yahoo.com,NORDESTE,41,2025-11-25T18:27:57.414Z
11162007926,Heitor Toledo,heitor.toledo+7926@mail.com,SUDESTE,75,2025-11-25T18:27:57.414Z
11165333362,Flávia Ribeiro,flavia.ribeiro+3362@uol.com.br,SUDESTE,40,2025-11-25T18:27:57.414Z
11182024335,Rodrigo Lima,rodrigo.lima+4335@mail.com,NORDESTE,19,2025-11-25T18:27:57.414Z
11185066943,Beatriz Aguiar,beatriz.aguiar+6943@hotmail.com,NORDESTE,41,2025-11-25T18:27:57.414Z
11188722637,Lucas Moura,lucas.moura+2637@bol.com.br,CENTRO-OESTE,26,2025-11-25T18:27:57.414Z
11189920038,Vitória Fernandes,vitoria.fernandes+0038@uol.com.br,NORDESTE,28,2025-11-25T18:27:57.414Z
11198819948,Fernando Amorim,fernando.amorim+9948@outlook.com,CENTRO-OESTE,61,2025-11-25T18:27:57.414Z
11207144721,Fernando Rodrigues,fernando.rodrigues+4721@outlook.com,SUDESTE,38,2025-11-25T18:27:57.414Z
11207710387,Enzo Araújo,enzo.araujo+0387@hotmail.com,SUDESTE,57,2025-11-25T18:27:57.414Z
11210283541,Flávia Moreira,flavia.moreira+3541@icloud.com,NORDESTE,59,2025-11-25T18:27:57.414Z
11210596426,Igor Aguiar,igor.aguiar+6426@icloud.com,NORDESTE,47,2025-11-25T18:27:57.414Z
11217458173,Júlia Barreto,julia.barreto+8173@outlook.com,NORDESTE,50,2025-11-25T18:27:57.414Z
11219417679,José Toledo,jose.toledo+7679@gmail.com,SUDESTE,29,2025-11-25T18:27:57.414Z
11219789373,Joana Queiroz,joana.queiroz+9373@hotmail.com,SUDESTE,29,2025-11-25T18:27:57.414Z
11220064734,Carla Monteiro,carla.monteiro+4734@hotmail.com,SUDESTE,39,2025-11-25T18:27:57.414Z
11220685859,Bruno Dias,bruno.dias+5859@outlook.com,SUDESTE,60,2025-11-25T18:27:57.414Z
11227907934,Diogo Tavares,diogo.tavares+7934@bol.com.br,SUL,70,2025-11-25T18:27:57.414Z
11231316662,Adriana Sant’anna,adriana.santanna+6662@outlook.com,NORDESTE,41,2025-11-25T18:27:57.414Z
11239279189,Enzo Oliveira,enzo.oliveira+9189@yahoo.com,SUDESTE,34,2025-11-25T18:27:57.414Z
11240085734,Evelin Teixeira,evelin.teixeira+5734@outlook.com,NORTE,50,2025-11-25T18:27:57.414Z
11242144476,Antônio Bonfim,antonio.bonfim+4476@uol.com.br,NORDESTE,41,2025-11-25T18:27:57.414Z
