id_cliente,nome_cliente,regiao_cliente,idade_cliente,faixa_etaria
11580596770,Fabiana Moreira,SUL,32,Adulto
11586927588,Erick Assis,SUL,44,Adulto
11591454823,Débora Ribeiro,SUDESTE,33,Adulto
11594399272,Carla Moura,SUDESTE,42,Adulto
11599631874,Fábio Oliveira,CENTRO-OESTE,55,Adulto
11600059392,Débora Cavalcante,CENTRO-OESTE,19,Jovem
11611345178,Isabela Carvalho,NORDESTE,31,Adulto
11616696933,Joana Maia,SUDESTE,40,Adulto
11619604311,Natalia Teixeira,CENTRO-OESTE,44,Adulto
11626288712,Isabela Martins,SUDESTE,27,Jovem
11630381064,Diego Barreto,NORDESTE,37,Adulto
11632380893,Adriana Pinheiro,SUDESTE,22,Jovem
11634868704,Diego Lima,SUDESTE,37,Adulto
11639142246,Amanda Albuquerque,SUDESTE,39,Adulto
11642044351,Daniela Rezende,SUDESTE,29,Jovem
11645716632,Alessandra Andrade,SUDESTE,62,Idoso
11649025391,Augusto Rezende,NORTE,49,Adulto
11649194107,Rafael Souza,SUDESTE,40,Adulto
11654179602,Rodrigo Moura,SUDESTE,30,Adulto
11657226551,Isabela Teixeira,SUDESTE,21,Jovem
11660016823,João Tavares,SUDESTE,40,Adulto
11664181707,Lucas Araújo,SUDESTE,21,Jovem
11677681012,Erick Fernandes,NORDESTE,43,Adulto
11679283198,Beatriz Araújo,NORDESTE,51,Adulto
11685651556,Diogo Assis,NORTE,27,Jovem
11693220796,Bruno Moura,NORDESTE,39,Adulto
11696539124,Bruno Freitas,SUDESTE,50,Adulto
11703830851,Mariana Fernandes,NORDESTE,41,Adulto
11712212212,Otávio Rodrigues,SUDESTE,29,Jovem
11713723203,Augusto Cavalcante,SUDESTE,62,Idoso
11713842873,Letícia Queiroz,NORDESTE,26,Jovem
11714094723,Eduarda Carvalho,SUL,30,Adulto
11715583755,Erick Rangel,NORDESTE,40,Adulto
11717483992,Clara Toledo,NORDESTE,30,Adulto
11721102088,Isabela Fernandes,NORDESTE,20,Jovem
11723233439,Simone Cardoso,NORDESTE,22,Jovem
11735231911,Estela Cunha,NORDESTE,21,Jovem
11736403674,Isabela Barbosa,SUDESTE,40,Adulto
11743880449,Caio Santana,SUDESTE,63,Idoso
11743943792,Isabela Antunes,SUDESTE,30,Adulto
11744518259,Diogo Campos,CENTRO-OESTE,38,Adulto
11748657739,Daniela Moreira,NORDESTE,29,Jovem
11750104760,Jonathan Gomes,NORDESTE,29,Jovem
11756038842,Vinícius Guimarães,NORDESTE,39,Adulto
11761286602,Rafael Costa,CENTRO-OESTE,29,Jovem
11770969632,Jonathan Rodrigues,NORTE,41,Adulto
11776639314,André Cunha,SUDESTE,29,Jovem
11778966808,Clara Aguiar,SUDESTE,28,Jovem
11788817507,Heitor Rocha,CENTRO-OESTE,43,Adulto
11793969934,Isabela Brito,NORTE,27,Jovem
11808350465,Clara Barbosa,SUDESTE,20,Jovem
11809331377,Caio Pereira,SUDESTE,40,Adulto
11810853462,Estela Rezende,SUDESTE,20,Jovem
11812396916,Diego Assis,CENTRO-OESTE,49,Adulto
11812820662,Sofia Tavares,SUDESTE,50,Adulto
11817424315,Mariana Sant’anna,CENTRO-OESTE,39,Adulto
11820457119,José Lima,SUDESTE,35,Adulto
11827235701,Karina Sant’anna,SUDESTE,50,Adulto
11830525054,Igor Almeida,SUL,41,Adulto
11831727318,Matheus Cardoso,SUL,29,Jovem
11832190884,Elis Assis,NORDESTE,40,Adulto
11833505803,Letícia Nunes,SUDESTE,29,Jovem
11843019968,Letícia Figueiredo,SUDESTE,70,Idoso
11845660088,Karina Almeida,SUL,41,Adulto
11850335105,Estela Silveira,SUDESTE,19,Jovem
11865583660,Joana Toledo,SUDESTE,28,Jovem
11869588489,Fernando Azevedo,NORDESTE,31,Adulto
11875366628,Lucas Nunes,SUDESTE,49,Adulto
11882541272,Elisa Guimarães,SUDESTE,63,Idoso
11884933717,Igor Martins,NORDESTE,58,Adulto
11890687394,Igor Brito,SUL,39,Adulto
11892248632,Igor Andrade,SUL,27,Jovem
11893950688,Karina Paiva,SUDESTE,50,Adulto
11895436132,Cristiano Figueiredo,SUDESTE,30,Adulto
11907434449,Rafael Martins,CENTRO-OESTE,51,Adulto
11908551009,Paula Pontes,NORDESTE,40,Adulto
11910969455,Letícia Rodrigues,SUL,40,Adulto
11912738559,Jonathan Moraes,SUL,49,Adulto
11915269106,Daniela Pereira,SUDESTE,62,Idoso
11924649262,Vitória Lima,SUDESTE,40,Adulto
11925308982,Flávia Brito,CENTRO-OESTE,26,Jovem
11926482582,Isabela Xavier,NORDESTE,49,Adulto
11931006376,Enzo Araújo,SUL,28,Jovem
11943523194,Paula Mendes,SUDESTE,51,Adulto
11968880499,Caíque Queiroz,SUDESTE,37,Adulto
11970394588,Karina Rangel,CENTRO-OESTE,19,Jovem
11974603900,Arthur Pontes,SUDESTE,39,Adulto
11981940878,Alice Cavalcante,SUL,50,Adulto
11992497942,Henrique Antunes,SUDESTE,75,Idoso
11993026443,Cristiano Monteiro,SUL,22,Jovem
11996193994,Felipe Siqueira,NORTE,36,Adulto
12000379399,Matheus Andrade,NORDESTE,29,Jovem
12004180606,Erick Fonseca,SUDESTE,47,Adulto
12006448495,Gabriela Santana,SUDESTE,43,Adulto
12013144112,Patrícia Cardoso,SUDESTE,29,Jovem
12014063148,Thiago Peixoto,NORDESTE,33,Adulto
12016910558,Erick Almeida,NORDESTE,36,Adulto
12021618326,Erick Costa,NORDESTE,48,Adulto
12021897336,Joana Ribeiro,SUDESTE,20,Jovem
12025133383,Gabriela Freitas,CENTRO-OESTE,71,Idoso
12026084608,Cristiano Novaes,SUDESTE,40,Adulto
12030178566,Alessandra Peixoto,SUL,42,Adulto
12034356704,Patrícia Silveira,SUDESTE,23,Jovem
12037113621,Sofia Novaes,SUDESTE,30,Adulto
12038675859,Fabiana Tavares,SUDESTE,31,Adulto
12038772262,Evelin Paiva,SUDESTE,46,Adulto
12040882937,Fabiana Cavalcante,NORDESTE,41,Adulto
12043116717,José Barreto,SUDESTE,74,Idoso
12043341167,Evelin Fernandes,NORTE,39,Adulto
12060465033,Bárbara Souza,SUDESTE,51,Adulto
12061175792,Felipe Rodrigues,SUDESTE,31,Adulto
12061551796,José Cardoso,NORDESTE,59,Adulto
12061942071,Joana Azevedo,NORDESTE,78,Idoso
12074518700,Bruno Almeida,NORTE,40,Adulto
12079606566,Carla Andrade,SUL,22,Jovem
12084895704,Letícia Rangel,SUDESTE,41,Adulto
12085215930,Estela Rodrigues,SUL,29,Jovem
12085487030,Elis Brito,SUDESTE,42,Adulto
12091446385,Cecília Sant’anna,SUDESTE,58,Adulto
12094000098,Daniela Monteiro,SUL,62,Idoso
12107167698,Alessandra Cardoso,SUL,50,Adulto
12113468780,Vinícius Amorim,NORTE,46,Adulto
12114151096,Bruno Teixeira,SUDESTE,54,Adulto
12119442948,Otávio Macedo,SUDESTE,42,Adulto
12130605462,Diego Santana,SUL,22,Jovem
12130817868,Cecília Fernandes,NORDESTE,31,Adulto
12138289756,Larissa Bezerra,NORDESTE,57,Adulto
12141482829,Patrícia Ribeiro,SUL,75,Idoso
12141994896,Arthur Moura,SUDESTE,20,Jovem
12145527620,Natalia Reis,SUDESTE,29,Jovem
12147296513,Bruno Moreira,SUDESTE,52,Adulto
12147860192,Otávio Ribeiro,SUDESTE,59,Adulto
12148955683,Lucas Pires,NORDESTE,63,Idoso
12152855971,Camila Monteiro,NORDESTE,44,Adulto
12159493130,Clara Rodrigues,NORDESTE,32,Adulto
12174401343,Isabela Pontes,NORTE,48,Adulto
12176367007,Thiago Brito,SUL,22,Jovem
12178960351,Caíque Teixeira,SUDESTE,21,Jovem
12179855326,Helena Figueiredo,CENTRO-OESTE,31,Adulto
12194233161,Antônio Rezende,NORDESTE,49,Adulto
12194266040,José Silva,CENTRO-OESTE,32,Adulto
12200223350,Elisa Teixeira,NORDESTE,44,Adulto
12209726829,Rodrigo Moreira,SUDESTE,60,Adulto
12212013342,Fábio Novaes,NORTE,61,Idoso
12212330484,Lucas Bezerra,NORDESTE,51,Adulto
12214404528,Patrícia Toledo,SUDESTE,49,Adulto
12215694278,Enzo Pinheiro,NORDESTE,50,Adulto
12225706915,Lucas Moreira,SUDESTE,52,Adulto
12238856003,Erick Guimarães,SUDESTE,37,Adulto
12241764909,Caíque Pontes,SUL,39,Adulto
12245397604,Joana Martins,SUDESTE,40,Adulto
12248451206,Júlia Moura,NORDESTE,24,Jovem
12251140711,Simone Barros,NORTE,49,Adulto
12254820268,Fernando Mendes,SUDESTE,22,Jovem
12260249351,Simone Barbosa,SUDESTE,27,Jovem
12260684071,Otávio Macedo,NORTE,38,Adulto
12266308329,Fernando Pires,CENTRO-OESTE,50,Adulto
12269917486,Camila Albuquerque,SUL,27,Jovem
12275864866,Paula Amorim,NORDESTE,37,Adulto
12285193961,Diogo Aguiar,SUDESTE,31,Adulto
12292422529,Heitor Brito,SUDESTE,45,Adulto
12297252739,Antônio Macedo,NORDESTE,24,Jovem
12298510122,Vitória Araújo,SUDESTE,53,Adulto
12308365598,Lucas Moraes,SUL,32,Adulto
12309931239,Débora Teixeira,SUDESTE,47,Adulto
12317831636,Clara Antunes,SUDESTE,30,Adulto
12335632888,Thiago Pereira,SUDESTE,38,Adulto
12336811400,Otávio Freitas,SUDESTE,61,Idoso
12338674429,Simone Souza,NORDESTE,46,Adulto
12348506185,Amanda Andrade,SUDESTE,33,Adulto
12349885659,Gabriela Costa,NORDESTE,72,Idoso
12357421678,Paula Maia,NORDESTE,32,Adulto
12359071449,Elis Albuquerque,NORTE,60,Adulto
12364955467,Cristiano Silva,NORDESTE,23,Jovem
12367407012,Simone Costa,SUDESTE,38,Adulto
12381681423,Mariana Dias,SUDESTE,40,Adulto
12382478035,Alessandra Toledo,SUL,30,Adulto
12387590805,Elis Correia,SUL,38,Adulto
12390037125,Gustavo Bezerra,SUDESTE,29,Jovem
12392756199,Caíque Maia,SUL,34,Adulto
12397284842,Mariana Cunha,SUDESTE,36,Adulto
12402164677,Júlia Amorim,SUDESTE,22,Jovem
12410634028,Otávio Carvalho,SUDESTE,59,Adulto
12417157672,Fabiana Mendes,SUDESTE,60,Adulto
12427345848,Adriana Novaes,CENTRO-OESTE,21,Jovem
12438309740,José Albuquerque,SUDESTE,30,Adulto
12438637341,Caíque Ribeiro,SUL,39,Adulto
12439138910,Estela Martins,NORDESTE,50,Adulto
12451276566,Fernando Silveira,SUDESTE,32,Adulto
12451462864,Renato Lima,SUDESTE,62,Idoso
12456195288,João Azevedo,SUL,59,Adulto
12458891311,José Moura,SUDESTE,37,Adulto
12461106125,Bianca Assis,NORDESTE,29,Jovem
12463584746,Flávia Teixeira,SUL,51,Adulto
12470953680,Diego Paiva,NORDESTE,28,Jovem
12480304118,Estela Campos,SUDESTE,70,Idoso
12490606595,João Prado,NORDESTE,39,Adulto
12493136992,Rafael Reis,NORDESTE,38,Adulto
12493724635,Camila Figueiredo,SUDESTE,29,Jovem
12496027008,Cecília Nunes,SUL,39,Adulto
12499884957,Renato Peixoto,NORDESTE,47,Adulto
12501278158,Amanda Mendes,SUDESTE,52,Adulto
12502347791,Evelin Toledo,SUDESTE,48,Adulto
12504465189,Thiago Costa,CENTRO-OESTE,78,Idoso
