id_cliente,nome_cliente,regiao_cliente,idade_cliente,faixa_etaria,qtde_atendimentos,tempo_medio_espera_seg,tempo_medio_atendimento_seg,nota_media_satisfacao,taxa_resolucao,custo_total,custo_medio_por_chamado
87768180503,Antônio Rocha,NORTE,20,Jovem,2,130.5,605.5,4.0,0.50000,0.45955639,0.229778195000
94479704137,Ana Moraes,NORDESTE,29,Jovem,1,0.0,78.0,3.0,0.00000,0.00285021,0.002850210000
96740652056,Augusto Fernandes,NORDESTE,44,Adulto,1,0.0,886.0,,1.00000,0.17217702,0.172177020000
98015096911,Júlia Barreto,NORTE,38,Adulto,1,0.0,961.0,,0.00000,0.13151352,0.131513520000
17699381823,Thiago Pires,CENTRO-OESTE,59,Adulto,1,0.0,481.0,2.0,1.00000,0.07764665,0.077646650000
31609192847,Breno Maia,SUDESTE,39,Adulto,2,56.5,1771.5,3.5,0.50000,1.93611609,0.968058045000
36464445359,Antônio Bezerra,SUDESTE,71,Idoso,2,152.0,1587.0,3.0,0.50000,1.43702977,0.718514885000
41668494410,Carla Lima,SUDESTE,37,Adulto,1,0.0,590.0,3.0,0.00000,0.02680850,0.026808500000
42953998388,Patrícia Souza,SUL,31,Adulto,1,0.0,204.0,3.0,0.00000,0.01208514,0.012085140000
43584412566,Camila Fonseca,NORDESTE,40,Adulto,1,0.0,573.0,2.0,0.00000,0.11141706,0.111417060000
59448544639,Vitória Cavalcante,CENTRO-OESTE,40,Adulto,1,0.0,776.0,2.0,1.00000,0.11956613,0.119566130000
67900499325,Camila Lima,SUDESTE,23,Jovem,1,0.0,442.0,3.0,1.00000,0.03807405,0.038074050000
77693758406,Felipe Xavier,SUDESTE,26,Jovem,4,199.5,1007.5,2.5,0.25000,2.85113184,0.712782960000
77724825230,Simone Barros,NORDESTE,29,Jovem,1,0.0,603.0,3.0,1.00000,0.02330290,0.023302900000
96459048853,Helena Coelho,NORDESTE,37,Adulto,1,0.0,585.0,,0.00000,0.11059512,0.110595120000
99867064918,José Andrade,SUDESTE,28,Jovem,4,416.75,2462.0,,0.25000,1.78127843,0.445319607500
11455448004,Yasmin Gomes,NORDESTE,38,Adulto,1,0.0,423.0,3.0,0.00000,0.05911112,0.059111120000
15318252986,Joana Nunes,SUDESTE,59,Adulto,1,0.0,440.0,3.0,0.00000,0.07122886,0.071228860000
15337289492,Augusto Maia,NORTE,62,Idoso,1,0.0,87.0,3.0,0.00000,0.01449424,0.014494240000
16735635972,Daniela Figueiredo,SUL,36,Adulto,1,0.0,84.0,3.0,1.00000,0.00015286,0.000152860000
20857793882,Carla Cavalcante,SUDESTE,59,Adulto,1,0.0,149.0,2.0,0.00000,0.02166315,0.021663150000
25286535831,Breno Rocha,SUDESTE,38,Adulto,1,0.0,312.0,2.0,1.00000,0.02652205,0.026522050000
35632145282,Yasmin Macedo,SUDESTE,21,Jovem,1,0.0,1047.0,4.0,0.00000,0.15106614,0.151066140000
38822804640,Thiago Nunes,SUDESTE,20,Jovem,1,0.0,48.0,2.0,0.00000,0.00715450,0.007154500000
40031674628,Vinícius Guimarães,NORDESTE,30,Adulto,2,125.5,529.5,3.0,0.00000,0.56379705,0.281898525000
50005110468,Otávio Fernandes,NORTE,23,Jovem,1,0.0,517.0,2.0,0.00000,0.06156488,0.061564880000
53715585135,Heitor Santana,SUDESTE,44,Adulto,1,0.0,490.0,,0.00000,0.03562376,0.035623760000
58335498394,Estela Mendes,SUDESTE,50,Adulto,1,0.0,422.0,2.0,0.00000,0.05279374,0.052793740000
61035620824,Bárbara Guimarães,SUDESTE,31,Adulto,1,0.0,600.0,4.0,1.00000,0.05102902,0.051029020000
67504400301,Paula Fernandes,NORDESTE,38,Adulto,1,0.0,574.0,5.0,0.00000,0.08183846,0.081838460000
74104484524,Breno Oliveira,NORTE,42,Adulto,1,0.0,58.0,2.0,0.00000,0.00830391,0.008303910000
74108543902,Felipe Santos,SUL,62,Idoso,1,0.0,351.0,3.0,0.00000,0.04630067,0.046300670000
76591236109,Otávio Costa,SUL,69,Idoso,1,0.0,160.0,4.0,0.00000,0.02930159,0.029301590000
86896515622,Larissa Teixeira,SUDESTE,50,Adulto,1,0.0,198.0,3.0,0.00000,0.02462842,0.024628420000
88684272087,Beatriz Monteiro,SUDESTE,57,Adulto,1,0.0,78.0,4.0,0.00000,0.00980563,0.009805630000
89532103916,Sofia Sant’anna,SUL,20,Jovem,6,519.5,1968.0,3.0,0.50000,0.98219465,0.163699108333
17692903958,Henrique Araújo,SUL,40,Adulto,2,139.0,963.5,3.0,0.50000,0.32437221,0.162186105000
28572225983,Vitória Pires,SUDESTE,28,Jovem,1,0.0,506.0,3.0,1.00000,0.07367828,0.073678280000
30120456488,Bárbara Correia,NORDESTE,32,Adulto,1,0.0,84.0,,1.00000,0.00515063,0.005150630000
41052074335,Felipe Freitas,CENTRO-OESTE,49,Adulto,1,0.0,479.0,2.0,0.00000,0.07100619,0.071006190000
50698066832,Bruno Guimarães,NORDESTE,28,Jovem,2,271.0,1878.0,4.5,0.50000,0.88974208,0.444871040000
51653341099,Diogo Souza,NORDESTE,24,Jovem,1,0.0,1032.0,3.0,1.00000,0.01600411,0.016004110000
53122840567,Amanda Cardoso,SUL,70,Idoso,1,0.0,580.0,4.0,1.00000,0.06211194,0.062111940000
54455833554,Clara Mendes,NORDESTE,30,Adulto,1,0.0,492.0,3.0,0.00000,0.06744749,0.067447490000
55915588180,Simone Assis,SUDESTE,31,Adulto,1,0.0,79.0,3.0,1.00000,0.01543077,0.015430770000
61999659354,André Albuquerque,SUL,30,Adulto,4,468.75,1005.75,2.5,0.00000,2.46261561,0.615653902500
62252124127,Rafael Bonfim,SUDESTE,27,Jovem,1,0.0,77.0,3.0,0.00000,0.00794555,0.007945550000
63102825227,Karina Paiva,NORDESTE,76,Idoso,1,0.0,861.0,2.0,0.00000,0.01367215,0.013672150000
72144863161,Vinícius Lima,SUDESTE,29,Jovem,1,0.0,285.0,3.0,1.00000,0.01461270,0.014612700000
74232289200,José Barros,SUDESTE,30,Adulto,8,408.5,1151.125,3.375,0.37500,6.27440274,0.784300342500
76369325115,Helena Cardoso,NORDESTE,38,Adulto,1,0.0,577.0,3.0,0.00000,0.09174408,0.091744080000
91276558712,Breno Santos,SUDESTE,28,Jovem,1,0.0,115.0,2.0,1.00000,0.00206613,0.002066130000
92357383786,Larissa Cardoso,SUL,50,Adulto,1,0.0,535.0,2.0,0.00000,0.02173959,0.021739590000
92376466157,Elaine Lima,NORDESTE,20,Jovem,1,0.0,224.0,3.0,0.00000,0.00068753,0.000687530000
96728351984,Fábio Barreto,NORDESTE,58,Adulto,6,685.3333333333334,2323.5,,0.66667,7.82512153,1.304186921667
15969449814,Júlia Cavalcante,SUDESTE,37,Adulto,1,0.0,691.0,2.0,0.00000,0.04342100,0.043421000000
20171914486,Enzo Lima,SUDESTE,31,Adulto,1,0.0,462.0,2.0,0.00000,0.07175719,0.071757190000
25431861088,Caio Correia,NORDESTE,38,Adulto,6,660.3333333333334,2417.6666666666665,3.3333333333333335,0.66667,3.01033412,0.501722353333
30440273652,Jonathan Reis,SUDESTE,31,Adulto,1,0.0,1125.0,3.0,1.00000,0.02274117,0.022741170000
37689332200,Renato Teixeira,NORDESTE,39,Adulto,1,0.0,48.0,4.0,1.00000,0.00221597,0.002215970000
39714565089,Carla Teixeira,SUL,32,Adulto,5,466.2,2011.6,3.4,0.40000,5.08924850,1.017849700000
44694398602,Estela Novaes,SUDESTE,28,Jovem,1,0.0,65.0,5.0,1.00000,0.00450060,0.004500600000
57272817920,Caio Maia,SUDESTE,31,Adulto,1,0.0,415.0,,0.00000,0.01902185,0.019021850000
64460440110,Fábio Azevedo,SUDESTE,61,Idoso,1,0.0,457.0,3.0,1.00000,0.02474698,0.024746980000
67737727234,Alessandra Nunes,NORDESTE,62,Idoso,5,562.6,2632.0,3.2,0.20000,6.46867130,1.293734260000
68620661627,Augusto Bezerra,SUDESTE,20,Jovem,1,0.0,528.0,2.0,0.00000,0.06672159,0.066721590000
69500676227,Henrique Rezende,SUL,50,Adulto,1,0.0,459.0,4.0,0.00000,0.01888043,0.018880430000
75836740059,Otávio Macedo,NORDESTE,18,Jovem,1,0.0,1010.0,3.0,1.00000,0.17621211,0.176212110000
81891503984,Bárbara Gomes,CENTRO-OESTE,46,Adulto,1,0.0,93.0,4.0,1.00000,0.01487877,0.014878770000
82805662386,Rodrigo Siqueira,CENTRO-OESTE,72,Idoso,1,0.0,891.0,5.0,0.00000,0.16473263,0.164732630000
85132624273,Amanda Moura,SUDESTE,22,Jovem,1,0.0,297.0,2.0,0.00000,0.03448357,0.034483570000
91700297618,Fernando Batista,NORDESTE,20,Jovem,1,0.0,363.0,4.0,0.00000,0.03378604,0.033786040000
92786275911,Matheus Rodrigues,NORDESTE,20,Jovem,1,0.0,396.0,3.0,0.00000,0.00323696,0.003236960000
27178280610,Simone Amorim,SUDESTE,50,Adulto,1,0.0,508.0,2.0,0.00000,0.06526591,0.065265910000
28894199109,Rodrigo Fernandes,NORDESTE,61,Idoso,1,0.0,415.0,2.0,0.00000,0.07530165,0.075301650000
33396355890,Bárbara Prado,NORDESTE,50,Adulto,1,0.0,176.0,2.0,0.00000,0.02130054,0.021300540000
34305104828,Diogo Monteiro,SUDESTE,54,Adulto,3,302.0,1709.0,3.3333333333333335,0.00000,3.38902079,1.129673596667
35421640195,Tatiana Moreira,SUL,36,Adulto,1,0.0,1039.0,4.0,1.00000,0.03081194,0.030811940000
44409626798,Eduarda Xavier,SUDESTE,39,Adulto,1,0.0,451.0,2.0,0.00000,0.04468730,0.044687300000
58506616893,João Paiva,SUDESTE,75,Idoso,2,209.5,964.0,4.0,0.50000,0.16068091,0.080340455000
58858258924,Bruno Xavier,SUDESTE,47,Adulto,1,0.0,33.0,,0.00000,0.00313387,0.003133870000
67552781601,Caíque Moura,NORDESTE,19,Jovem,1,0.0,37.0,2.0,0.00000,0.00594365,0.005943650000
74824115007,Arthur Batista,NORDESTE,52,Adulto,1,0.0,506.0,2.0,1.00000,0.05016146,0.050161460000
76707606994,Renato Santana,NORTE,34,Adulto,4,640.75,2767.0,3.0,0.50000,2.73058494,0.682646235000
77595487905,Elisa Cardoso,SUDESTE,51,Adulto,4,588.25,1385.0,2.5,0.50000,2.91127115,0.727817787500
78823312860,Diogo Martins,NORDESTE,46,Adulto,1,0.0,550.0,2.0,1.00000,0.01927367,0.019273670000
97137045270,Estela Xavier,SUDESTE,62,Idoso,1,0.0,64.0,,0.00000,0.01267311,0.012673110000
24020889331,Antônio Silveira,SUL,19,Jovem,3,447.0,1590.0,2.3333333333333335,0.33333,4.58251337,1.527504456667
43207450906,Clara Silva,NORDESTE,27,Jovem,1,0.0,229.0,2.0,0.00000,0.01830332,0.018303320000
47218742947,Igor Paiva,NORDESTE,20,Jovem,1,0.0,1148.0,3.0,1.00000,0.11225982,0.112259820000
49764023294,Carla Tavares,SUL,37,Adulto,1,0.0,398.0,3.0,0.00000,0.00647981,0.006479810000
54354439620,Daniela Moreira,NORDESTE,58,Adulto,1,0.0,60.0,2.0,1.00000,0.00208337,0.002083370000
56243976229,Augusto Assis,NORDESTE,38,Adulto,1,0.0,78.0,2.0,1.00000,0.01466340,0.014663400000
58607960720,Fabiana Queiroz,SUL,28,Jovem,5,479.4,2001.8,3.0,0.20000,6.36271902,1.272543804000
85858548811,Felipe Maia,NORDESTE,75,Idoso,1,0.0,1137.0,2.0,0.00000,0.12957507,0.129575070000
88366224667,Alessandra Cunha,SUDESTE,79,Idoso,1,0.0,333.0,2.0,1.00000,0.05711801,0.057118010000
93256394725,Augusto Batista,SUDESTE,41,Adulto,1,0.0,62.0,2.0,0.00000,0.01209773,0.012097730000
98814088315,Rafael Mendes,SUDESTE,30,Adulto,1,0.0,560.0,,0.00000,0.10953446,0.109534460000
13264629313,Sofia Carvalho,SUDESTE,52,Adulto,1,0.0,64.0,3.0,1.00000,0.00670631,0.006706310000
17136820282,Daniela Toledo,SUDESTE,27,Jovem,1,0.0,185.0,2.0,0.00000,0.02897903,0.028979030000
17256263370,Rafael Cunha,SUDESTE,40,Adulto,1,0.0,285.0,2.0,0.00000,0.02665350,0.026653500000
18162794496,Otávio Siqueira,SUDESTE,60,Adulto,1,0.0,547.0,3.0,0.00000,0.09328011,0.093280110000
25883995588,Estela Pinheiro,SUDESTE,29,Jovem,1,0.0,145.0,2.0,0.00000,0.02665766,0.026657660000
31225562598,Thiago Campos,SUDESTE,52,Adulto,2,81.5,1083.5,3.0,0.00000,0.81546898,0.407734490000
38842528659,Vitória Amorim,NORDESTE,41,Adulto,1,0.0,120.0,3.0,0.00000,0.00538654,0.005386540000
38898357729,Vitória Rezende,NORDESTE,60,Adulto,1,0.0,416.0,,1.00000,0.00062980,0.000629800000
39027531734,Cristiano Rocha,SUDESTE,51,Adulto,1,0.0,592.0,3.0,1.00000,0.06953395,0.069533950000
58271574650,Felipe Siqueira,SUDESTE,41,Adulto,1,0.0,274.0,3.0,0.00000,0.00495975,0.004959750000
62470001853,Alessandra Macedo,NORDESTE,20,Jovem,1,0.0,56.0,2.0,0.00000,0.00300277,0.003002770000
62998398100,Gustavo Teixeira,NORTE,28,Jovem,1,0.0,72.0,2.0,1.00000,0.00106281,0.001062810000
65768670399,Matheus Fonseca,CENTRO-OESTE,32,Adulto,3,316.6666666666667,1380.3333333333333,2.6666666666666665,0.33333,2.70682905,0.902276350000
67259032606,Jonathan Peixoto,SUL,28,Jovem,1,0.0,553.0,2.0,0.00000,0.03036643,0.030366430000
68891927215,Fábio Gomes,NORDESTE,42,Adulto,1,0.0,90.0,3.0,1.00000,0.00719992,0.007199920000
